Age,Gender,Weight,Height,Activity,Goal,Meal,Description,Calories,Protein,Fat,Fiber
29,Female,86,163,Very active,Weight Gain,Breakfast,"TROUT,MIXED SPECIES,RAW",148,20.77,6.61,0.0
29,Female,86,163,Very active,Weight Gain,Lunch,"COWPEAS (BLACKEYES),IMMAT SEEDS,FRZ,UNPREP",139,8.98,0.7,5.0
29,Female,86,163,Very active,Weight Gain,Lunch,"CABBAGE,CHINESE (PAK-CHOI),RAW",13,1.5,0.2,1.0
29,Female,86,163,Very active,Weight Gain,Dinner,"GELATINS,DRY PDR,UNSWTND",335,85.6,0.1,0.0
29,Female,86,163,Very active,Weight Gain,Dinner,"BURBOT,RAW",90,19.31,0.81,0.0
39,Female,81,188,Moderately active,Maintain Weight,Breakfast,BLOOD SAUSAGE,379,14.6,34.5,0.0
39,Female,81,188,Moderately active,Maintain Weight,Breakfast,"LIME JUICE,RAW",25,0.42,0.07,0.400000006
39,Female,81,188,Moderately active,Maintain Weight,Lunch,"BEEF,RND,TIP RND,LN&FAT,1/8""FAT,ALL GRDS,RAW",189,19.6,11.67,0.0
39,Female,81,188,Moderately active,Maintain Weight,Lunch,"COFFEE,BREWED,ESPRESSO,REST-PREP",2,0.12,0.18,0.0
39,Female,81,188,Moderately active,Maintain Weight,Dinner,"CEREALS RTE,GENERAL MILLS,PARA SU FAMILIA RAISIN BRAN",309,7.27,1.82,12.39999962
39,Female,81,188,Moderately active,Maintain Weight,Dinner,"CEREALS RTE,KASHI GOLEAN CRUNCH! BY KELLOGG",377,17.5,5.8,15.19999981
45,Female,66,153,Moderately active,Maintain Weight,Breakfast,"SUCCOTASH,(CORN&LIMAS),CKD,BLD,DRND,WO/SALT",115,5.07,0.8,4.5
45,Female,66,153,Moderately active,Maintain Weight,Breakfast,"SOUP,TURKEY VEG,CND,PREP W/ EQ VOLUME H2O",30,1.28,1.26,0.200000003
45,Female,66,153,Moderately active,Maintain Weight,Lunch,"BEEF,SHRT LOIN,T-BONE STEAK,LN&FAT,1/8""FAT,CHOIC,RAW",232,18.9,16.81,0.0
45,Female,66,153,Moderately active,Maintain Weight,Lunch,"GAME MEAT,SQUIRREL,RAW",120,21.23,3.21,0.0
45,Female,66,153,Moderately active,Maintain Weight,Dinner,SURIMI,99,15.18,0.9,0.0
45,Female,66,153,Moderately active,Maintain Weight,Dinner,"VEAL,LEG (TOP RND),LN,RAW",107,21.28,1.76,0.0
45,Female,80,170,Sedentary,Fat Loss,Breakfast,"INF FORMULA,NESTLE,GOOD START ESSENTIALS SOY,W/ IRON,RTF",65,1.63,3.3,0.0
45,Female,80,170,Sedentary,Fat Loss,Breakfast,"SOUP,BF BROTH OR BOUILLON,PDR,PREP W/H2O",3,0.21,0.08,0.0
45,Female,80,170,Sedentary,Fat Loss,Lunch,"OKRA,FRZ,CKD,BLD,DRND,WO/SALT",28,2.08,0.3,2.799999952
45,Female,80,170,Sedentary,Fat Loss,Lunch,"COOKIES,OATMEAL,PREP FROM RECIPE,W/RAISINS",435,6.5,16.2,0.0
45,Female,80,170,Sedentary,Fat Loss,Dinner,"INF FORM,MEAD JOHNS,ENFAM,LIP,W/ IR,LIQ CONC,W/ ARA & DHA",131,2.76,6.96,0.0
45,Female,80,170,Sedentary,Fat Loss,Dinner,"WAFFLE,BTTRMLK,FRZ,RTH,MICROWAVED",289,6.92,9.4,2.400000095
27,Female,50,150,Sedentary,Maintain Weight,Breakfast,"CEREALS,ROMAN MEAL,PLN,DRY",322,14.4,2.2,17.89999962
27,Female,50,150,Sedentary,Maintain Weight,Breakfast,"GAME MEAT,ELK,LOIN,LN,CKD,BRLD",167,31.0,3.84,0.0
27,Female,50,150,Sedentary,Maintain Weight,Lunch,"SYRUPS,GRENADINE",268,0.0,0.0,0.0
27,Female,50,150,Sedentary,Maintain Weight,Lunch,"COFFEE,INST,REG,PREP W/H2O",2,0.1,0.0,0.0
27,Female,50,150,Sedentary,Maintain Weight,Dinner,"MUNG BNS,MATURE SEEDS,RAW",347,23.86,1.15,16.29999924
27,Female,50,150,Sedentary,Maintain Weight,Dinner,"PORK,FRSH,LOIN,COUNTRY-STYLE RIBS,LN,CKD,RSTD",247,26.6,14.81,0.0
33,Female,60,187,Sedentary,Weight Gain,Breakfast,"POMEGRANATE JUC,BTLD",54,0.15,0.29,0.100000001
33,Female,60,187,Sedentary,Weight Gain,Breakfast,"APPLES,RAW,WITHOUT SKIN",48,0.27,0.13,1.299999952
33,Female,60,187,Sedentary,Weight Gain,Lunch,"POTATO CHIPS,PLN,UNSALTED",536,7.0,34.6,4.800000191
33,Female,60,187,Sedentary,Weight Gain,Lunch,KRAFT BREYERS SMOTH&CRMY LOWFAT STR'BERY YOGURT (1% MILKFAT),102,3.8,0.9,0.300000012
33,Female,60,187,Sedentary,Weight Gain,Dinner,"LAMB,DOM,LOIN,LN,1/4""FAT,CHOIC,CKD,BRLD",216,29.99,9.73,0.0
33,Female,60,187,Sedentary,Weight Gain,Dinner,"PISTACHIO NUTS,DRY RSTD,W/SALT",568,21.35,45.97,10.30000019
20,Female,72,164,Lightly active,Weight Gain,Breakfast,"PORK,FRSH,VAR MEATS&BY-PRODUCTS,HEART,CKD,BRSD",148,23.6,5.05,0.0
20,Female,72,164,Lightly active,Weight Gain,Breakfast,"SPINACH,FRZ,CHOPD OR LEAF,CKD,BLD,DRND,WO/SALT",34,4.01,0.87,3.700000048
20,Female,72,164,Lightly active,Weight Gain,Lunch,"PORK,CURED,HAM -- H2O ADDED,RUMP,BONE-IN,LN,HTD,RSTD",121,21.41,3.56,0.0
20,Female,72,164,Lightly active,Weight Gain,Lunch,"LOUIS RICH,TURKEY BREAST & WHITE TURKEY (OVEN ROASTED)",99,17.1,2.0,0.0
20,Female,72,164,Lightly active,Weight Gain,Dinner,"PORK,FRSH,VAR MEATS&BY-PRODUCTS,SPLEEN,CKD,BRSD",149,28.2,3.2,0.0
20,Female,72,164,Lightly active,Weight Gain,Dinner,"CAKE,SNACK CAKES,CUPCAKES,CHOC,W/FRSTNG,LOW-FAT",305,4.3,3.7,4.300000191
53,Female,49,158,Sedentary,Fat Loss,Breakfast,"CHEF BOYARDEE SPAGHETTI & MEATBALLS IN TOMATO SAU,CND ENTREE",100,4.37,3.88,1.399999976
53,Female,49,158,Sedentary,Fat Loss,Breakfast,"BEEF,RND,TOP RND,LN,0"" FAT,ALL GRDS,CKD,BRLD",186,31.7,5.63,0.0
53,Female,49,158,Sedentary,Fat Loss,Lunch,"SOUP,CRM OF ONION,CND,COND",88,2.2,4.2,0.400000006
53,Female,49,158,Sedentary,Fat Loss,Lunch,"TURKEY SAUSAGE,FRSH,CKD",196,23.89,10.44,0.0
53,Female,49,158,Sedentary,Fat Loss,Dinner,"TURKEY,YOUNG HEN,LT MEAT,MEAT&SKN,CKD,RSTD",207,28.64,9.4,0.0
53,Female,49,158,Sedentary,Fat Loss,Dinner,"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN & FAT,0"" FAT,CHOIC,RAW",174,20.64,9.51,0.0
51,Female,52,168,Sedentary,Maintain Weight,Breakfast,"LOUIS RICH,TURKEY BREAST (OVEN RSTD,FAT FREE)",84,15.0,0.7,0.0
51,Female,52,168,Sedentary,Maintain Weight,Breakfast,"PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,BRLD",173,27.58,6.08,0.0
51,Female,52,168,Sedentary,Maintain Weight,Lunch,"SOUP,CHICK BROTH,CND,PREP W/ EQ VOLUME H2O",16,2.02,0.57,0.0
51,Female,52,168,Sedentary,Maintain Weight,Lunch,"SUPPER BAKES MEAL KITS,CREAMY STROGANOFF SAU W/ PASTA",147,4.8,3.2,0.800000012
51,Female,52,168,Sedentary,Maintain Weight,Dinner,"CORN,SWT,YEL,CKD,BLD,DRND,WO/SALT",108,3.32,1.28,2.799999952
51,Female,52,168,Sedentary,Maintain Weight,Dinner,"CEREALS RTE,GENERAL MILLS,TRIX",400,3.33,5.0,3.299999952
47,Male,71,173,Very active,Maintain Weight,Breakfast,"KENTUCKY FRIED CHICK,COLESLAW",144,0.91,8.64,2.0
47,Male,71,173,Very active,Maintain Weight,Breakfast,"CHICKEN,HEART,ALL CLASSES,CKD,SIMMRD",185,26.41,7.92,0.0
47,Male,71,173,Very active,Maintain Weight,Lunch,"CEREALS,OATS,INST,FORT,PLN,DRY",375,12.72,6.25,10.0
47,Male,71,173,Very active,Maintain Weight,Lunch,"CABBAGE,SAVOY,CKD,BLD,DRND,W/SALT",24,1.8,0.09,2.799999952
47,Male,71,173,Very active,Maintain Weight,Dinner,"SMOKED LINK SAUSAGE,PORK&BF,FLR&NONFAT DRY MILK",268,13.97,21.43,0.0
47,Male,71,173,Very active,Maintain Weight,Dinner,"CHOCOLATE-FLAVOR BEV MIX,PDR,PREP W/ WHL MILK",85,3.23,3.24,0.400000006
23,Male,72,178,Very active,Maintain Weight,Breakfast,"OSCAR MAYER,WIENERS (BEEF FRANKS,FAT FREE)",78,13.2,0.5,0.0
23,Male,72,178,Very active,Maintain Weight,Breakfast,"CANDIES,MASTERFOODS USA,M&M'S ALMOND CHOC CANDIES",509,7.53,27.76,5.599999905
23,Male,72,178,Very active,Maintain Weight,Lunch,"SOUP,BEAN W/ FRANKFURTERS,CND,COND",142,7.6,5.31,4.599999905
23,Male,72,178,Very active,Maintain Weight,Lunch,"OIL,INDUS,SOY (PART HYDR ) & SOY (WINTERIZED),POURABLE FRY",884,0.0,100.0,0.0
23,Male,72,178,Very active,Maintain Weight,Dinner,"JUICE,APPL & GRAPE BLEND,W/ ADDED VIT C",50,0.16,0.12,0.0
23,Male,72,178,Very active,Maintain Weight,Dinner,"SESAME FLOUR,LOW-FAT",333,50.14,1.75,0.0
56,Male,78,184,Lightly active,Weight Gain,Breakfast,"BEEF,BOLOGNA,RED NA",313,11.7,28.4,0.0
56,Male,78,184,Lightly active,Weight Gain,Breakfast,KELLOGG'S EGGO LOWFAT HOMESTYLE WAFFLES,236,7.06,3.56,1.0
56,Male,78,184,Lightly active,Weight Gain,Lunch,"ASPARAGUS,CND,REG PK,SOL&LIQUIDS",15,1.8,0.18,1.0
56,Male,78,184,Lightly active,Weight Gain,Lunch,"LAMB,DOM,RIB,LN,1/4""FAT,CHOIC,RAW",169,19.98,9.23,0.0
56,Male,78,184,Lightly active,Weight Gain,Dinner,"INF FO,ME JOHN,EN,NUTR LIPIL,W/ IRON,RE TO FE,W/ ARA & DHA",66,1.83,3.5,0.0
56,Male,78,184,Lightly active,Weight Gain,Dinner,"CAMPBELL SOUP COMPANY,PACE,ORGANIC PICANTE SAU",25,0.0,0.0,3.099999905
52,Male,88,189,Lightly active,Maintain Weight,Breakfast,"PORK SAUSAGE,PRE-COOKED",378,14.49,35.04,0.0
52,Male,88,189,Lightly active,Maintain Weight,Breakfast,"CEREALS RTE,MALT-O-MEAL,GOLDEN PUFFS",397,5.77,0.89,2.599999905
52,Male,88,189,Lightly active,Maintain Weight,Lunch,"BABYFOOD,DINNER,VEG,NOODLES&CHICK,JR",64,1.7,2.2,1.100000024
52,Male,88,189,Lightly active,Maintain Weight,Lunch,"SUNFLOWER SD KRNLS,OIL RSTD,W/SALT",592,20.06,51.3,10.60000038
52,Male,88,189,Lightly active,Maintain Weight,Dinner,"SPAGHETTI,CKD,UNENR,WO/ SALT",158,5.8,0.93,1.799999952
52,Male,88,189,Lightly active,Maintain Weight,Dinner,"APRICOTS,CND,EX HVY SYRUP PK,WO/SKN,SOL&LIQUIDS",96,0.55,0.04,1.600000024
44,Male,58,167,Very active,Maintain Weight,Breakfast,"PEANUTS,ALL TYPES,RAW",567,25.8,49.24,8.5
44,Male,58,167,Very active,Maintain Weight,Breakfast,"BABYFOOD,DINNER,CHICK NOODLE,STR",66,2.69,2.06,2.099999905
44,Male,58,167,Very active,Maintain Weight,Lunch,"KENTUCKY FRIED CHICK,COLESLAW",144,0.91,8.64,2.0
44,Male,58,167,Very active,Maintain Weight,Lunch,"APPLE JUC,CND OR BTLD,UNSWTND,W/ ADDED VIT C",46,0.1,0.13,0.200000003
44,Male,58,167,Very active,Maintain Weight,Dinner,"CAMPBELL'S CHUNKY SOUPS,BF RIB RST POTATOES HERBS SOUP",44,3.27,0.41,1.200000048
44,Male,58,167,Very active,Maintain Weight,Dinner,"CAULIFLOWER,GREEN,RAW",31,2.95,0.3,3.200000048
48,Female,82,183,Very active,Maintain Weight,Breakfast,"CEREALS RTE,GENERAL MILLS,LUCKY CHARMS",407,7.02,3.63,4.699999809
48,Female,82,183,Very active,Maintain Weight,Breakfast,"PIE,CHOC CREME,COMMLY PREP",304,2.6,19.4,2.0
48,Female,82,183,Very active,Maintain Weight,Lunch,"USDA COMMODITY,PORK,CURED,HAM,BNLESS,CKD,HTD",149,18.84,7.62,0.0
48,Female,82,183,Very active,Maintain Weight,Lunch,"MUSHROOMS,CKD,BLD,DRND,W/SALT",28,2.17,0.47,2.200000048
48,Female,82,183,Very active,Maintain Weight,Dinner,"LAMB,AUS,IMP,FRSH,FORESHANK,LN,1/8""FAT,CKD,BRSD",165,27.5,5.22,0.0
48,Female,82,183,Very active,Maintain Weight,Dinner,"TURKEY,FRYER-ROASTERS,LEG,MEAT&SKN,RAW",118,20.13,3.57,0.0
28,Female,72,178,Moderately active,Weight Gain,Breakfast,"ONIONS,SWT,RAW",32,0.8,0.08,0.899999976
28,Female,72,178,Moderately active,Weight Gain,Breakfast,"WINGED BNS,MATURE SEEDS,RAW",409,29.65,16.32,0.0
28,Female,72,178,Moderately active,Weight Gain,Lunch,"SEAWEED,IRISHMOSS,RAW",49,1.51,0.16,1.299999952
28,Female,72,178,Moderately active,Weight Gain,Lunch,"Snacks, popcorn, unpopped kernels",375,10.87,4.31,12.69999981
28,Female,72,178,Moderately active,Weight Gain,Dinner,"LETTUCE,COS OR ROMAINE,RAW",17,1.23,0.3,2.099999905
28,Female,72,178,Moderately active,Weight Gain,Dinner,"CEREALS RTE,KELLOGG'S ALL-BRAN COMPLETE WHEAT FLAKES",318,10.0,2.0,17.5
51,Female,72,159,Moderately active,Maintain Weight,Breakfast,"MACKEREL,ATLANTIC,CKD,DRY HEAT",262,23.85,17.81,0.0
51,Female,72,159,Moderately active,Maintain Weight,Breakfast,"NESTLE,CHEF-MATE CHILI W/BNS,CND",166,7.0,9.5,3.0
51,Female,72,159,Moderately active,Maintain Weight,Lunch,"BABYFOOD,JUC,APPL&PEACH",43,0.2,0.1,0.100000001
51,Female,72,159,Moderately active,Maintain Weight,Lunch,"ROSEMARY,FRESH",131,3.31,5.86,14.10000038
51,Female,72,159,Moderately active,Maintain Weight,Dinner,"LEAVENING AGENTS,BAKING PDR,LOW-SODIUM",97,0.1,0.4,2.200000048
51,Female,72,159,Moderately active,Maintain Weight,Dinner,"KELLOGG,KELLOGG'S LOFAT POP TARTS,FRSTD CHOC FUDGE",366,5.1,5.8,1.100000024
29,Female,69,182,Sedentary,Maintain Weight,Breakfast,"FAST FOODS,POTATO,BKD&TOPPED W/SOUR CRM&CHIVES",130,2.21,7.39,0.0
29,Female,69,182,Sedentary,Maintain Weight,Breakfast,MCDONALD'S BACON RANCH SALAD W/ CRISPY CHICK,110,8.82,6.3,1.0
29,Female,69,182,Sedentary,Maintain Weight,Lunch,"CEREALS RTE,GENERAL MILLS,KIX",367,7.69,3.46,8.899999619
29,Female,69,182,Sedentary,Maintain Weight,Lunch,"SPINACH,FRZ,CHOPD OR LEAF,UNPREP",29,3.63,0.57,2.900000095
29,Female,69,182,Sedentary,Maintain Weight,Dinner,"CAMPBELL SOUP COMPANY,HEALTHY REQUEST,TOMATO SOUP,COND",73,1.61,1.21,0.800000012
29,Female,69,182,Sedentary,Maintain Weight,Dinner,"GRANOLA BARS,SOFT,UNCOATED,PNUT BUTTER",426,10.5,15.8,4.300000191
47,Male,56,152,Moderately active,Weight Gain,Breakfast,"VEAL,GROUND,CKD,BRLD",172,24.38,7.56,0.0
47,Male,56,152,Moderately active,Weight Gain,Breakfast,"HC SALBRY STK W/MSHRM GRVY,RST RED POT,GRN BNS,CRN,CART MEDY",94,6.03,2.16,2.0
47,Male,56,152,Moderately active,Weight Gain,Lunch,"FRUIT COCKTAIL,CND,EX LT SYRUP,SOL&LIQUIDS",45,0.4,0.07,1.100000024
47,Male,56,152,Moderately active,Weight Gain,Lunch,"Doughnuts, cake-type, plain (inc. unsugared, old-fashioned)",418,5.87,23.55,1.600000024
47,Male,56,152,Moderately active,Weight Gain,Dinner,"STRAWBERRIES,CND,HVY SYRUP PK,SOL&LIQUIDS",92,0.56,0.26,1.700000048
47,Male,56,152,Moderately active,Weight Gain,Dinner,"SOUP,POTATO HAM CHOWDER,CHUNKY,RTS,SINGLE BRAND",80,2.7,5.2,0.600000024
31,Male,73,176,Sedentary,Weight Gain,Breakfast,"EGG,WHL,CKD,SCRMBLD",167,11.09,12.21,0.0
31,Male,73,176,Sedentary,Weight Gain,Breakfast,"CAMPBELL SOUP COMPANY,PACE,ORGANIC PICANTE SAU",25,0.0,0.0,3.099999905
31,Male,73,176,Sedentary,Weight Gain,Lunch,"CAMPBELL'S SOUP AT HAND,CHICK & STARS SOUP",21,0.98,0.49,0.699999988
31,Male,73,176,Sedentary,Weight Gain,Lunch,"PORK,FRSH,FAT,CKD",635,8.86,66.2,0.0
31,Male,73,176,Sedentary,Weight Gain,Dinner,"CAKE,WHITE,DRY MIX,PUDDING-TYPE,ENR",423,3.9,9.5,0.699999988
31,Male,73,176,Sedentary,Weight Gain,Dinner,HONEY,304,0.3,0.0,0.200000003
48,Female,71,180,Lightly active,Fat Loss,Breakfast,"SILK LT CHOC,SOYMILK",49,2.06,0.62,0.800000012
48,Female,71,180,Lightly active,Fat Loss,Breakfast,"MCDONALD'S,TANGY HONEY MUSTARD SAU",167,1.32,5.77,2.700000048
48,Female,71,180,Lightly active,Fat Loss,Lunch,"SALAD DRSNG,ITALIAN DRSNG,COMM,REG",291,0.38,28.37,0.0
48,Female,71,180,Lightly active,Fat Loss,Lunch,"VITASOY USA,NASOYA LITE FIRM TOFU",54,8.3,1.7,0.600000024
48,Female,71,180,Lightly active,Fat Loss,Dinner,"BEEF,RND,TOP RND,LN,0""FAT,ALL GRDS,CKD,BRSD",199,36.12,5.0,0.0
48,Female,71,180,Lightly active,Fat Loss,Dinner,"PUDDINGS,LEMON,DRY MIX,REG",363,0.1,0.5,0.100000001
32,Male,54,187,Very active,Fat Loss,Breakfast,"TACO BELL,BURRITO SUPREME W/ BF",189,8.05,8.05,3.200000048
32,Male,54,187,Very active,Fat Loss,Breakfast,"PEAS,MATURE SEEDS,SPROUTED,RAW",124,8.8,0.68,0.0
32,Male,54,187,Very active,Fat Loss,Lunch,"SPAGHETTI,CKD,ENR,W/ SALT",157,5.8,0.93,1.799999952
32,Male,54,187,Very active,Fat Loss,Lunch,"CAMPBELL'S SOUP AT HAND,CREAMY TOMATO SOUP",62,1.31,1.31,1.299999952
32,Male,54,187,Very active,Fat Loss,Dinner,"ENGLISH MUFFINS,WHOLE-WHEAT,TSTD",221,9.6,2.3,7.300000191
32,Male,54,187,Very active,Fat Loss,Dinner,"SOUP,CHICK VEG,CHUNKY,RED FAT,RED NA,RTS,SINGLE BRAND",40,2.7,0.5,0.0
29,Female,73,172,Very active,Fat Loss,Breakfast,"BF,RND,OUTSIDE RND,BTTM RND,STEAK,LN & FAT,0"" FAT,ALL,RAW",142,21.59,5.53,0.0
29,Female,73,172,Very active,Fat Loss,Breakfast,LIVERWURST SPRD,305,12.38,25.45,2.5
29,Female,73,172,Very active,Fat Loss,Lunch,"MEATBALLS,MEATLESS",197,21.0,9.0,4.599999905
29,Female,73,172,Very active,Fat Loss,Lunch,"SQUASH,WINTER,ACORN,RAW",40,0.8,0.1,1.5
29,Female,73,172,Very active,Fat Loss,Dinner,"CAMPBELL SOUP COMPANY,PACE,LIME & GARLIC CHUNKY SALSA",38,0.0,0.0,3.099999905
29,Female,73,172,Very active,Fat Loss,Dinner,"GRANOLA BARS,OATS,FRUITS&NUT",397,7.7,6.3,5.300000191
56,Female,56,151,Moderately active,Maintain Weight,Breakfast,"PICKLES,CUCUMBER,SOUR",11,0.33,0.2,1.200000048
56,Female,56,151,Moderately active,Maintain Weight,Breakfast,"CHEESE FOOD,IMITATION",137,22.4,1.3,0.0
56,Female,56,151,Moderately active,Maintain Weight,Lunch,"PIE FILLINGS,CHERRY,LO CAL",53,0.82,0.16,1.200000048
56,Female,56,151,Moderately active,Maintain Weight,Lunch,"ENGLISH MUFFINS,RAISIN-CINNAMON,TSTD (INCL APPLE-CINNAMON)",276,8.87,2.21,3.0
56,Female,56,151,Moderately active,Maintain Weight,Dinner,"MCDONALD'S,BARBEQUE SAU",165,1.55,1.22,1.299999952
56,Female,56,151,Moderately active,Maintain Weight,Dinner,"LEAVENING AGENTS,BAKING PDR,DOUBLE-ACTING,STRAIGHT PO4",51,0.1,0.0,0.200000003
24,Male,62,185,Very active,Maintain Weight,Breakfast,"SOUP,CHUNKY VEG,CND,RTS",51,1.46,1.54,0.5
24,Male,62,185,Very active,Maintain Weight,Breakfast,"BISCUITS,PLN OR BTTRMLK,REFR DOUGH,LOWER FAT,BKD",300,7.8,5.2,1.899999976
24,Male,62,185,Very active,Maintain Weight,Lunch,"CEREALS RTE,KASHI ORGANIC PROMISE STRAWBERRY FIELDS",369,7.8,0.43,3.5
24,Male,62,185,Very active,Maintain Weight,Lunch,"LING,COOKED,DRY HEAT",111,24.35,0.82,0.0
24,Male,62,185,Very active,Maintain Weight,Dinner,"SPOT,RAW",123,18.51,4.9,0.0
24,Male,62,185,Very active,Maintain Weight,Dinner,VANILLA EXTRACT,288,0.06,0.06,0.0
33,Male,75,161,Moderately active,Fat Loss,Breakfast,"KELLOGG'S POP-TARTS PASTRY SWIRLS,CHS DANISH",407,4.8,17.7,0.5
33,Male,75,161,Moderately active,Fat Loss,Breakfast,"DUCK,YNG DUCKLING,DOM,WH PEKIN,BRST,MEAT&SKN,BNLESS,CKD,RSTD",202,24.5,10.85,0.0
33,Male,75,161,Moderately active,Fat Loss,Lunch,"ENGY DRK,RED BULL,W/ ADD CAFFEINE,NIACIN,PANTO,VIT B6 & B12",45,0.25,0.08,0.0
33,Male,75,161,Moderately active,Fat Loss,Lunch,"PEANUTS,ALL TYPES,OIL-ROASTED,W/SALT",599,28.03,52.5,9.399999619
33,Male,75,161,Moderately active,Fat Loss,Dinner,"GAME MEAT,BUFFALO,H2O,CKD,RSTD",131,26.83,1.8,0.0
33,Male,75,161,Moderately active,Fat Loss,Dinner,"ICE CREAMS,VANILLA,LT",165,4.78,4.83,0.300000012
19,Female,46,180,Lightly active,Maintain Weight,Breakfast,"MORNINGSTAR FARMS VEGGIE SAUSAGE PATTIES,FRZ,UNPREP",210,25.8,7.9,4.099999905
19,Female,46,180,Lightly active,Maintain Weight,Breakfast,"RYE FLOUR,MEDIUM",354,9.39,1.77,14.60000038
19,Female,46,180,Lightly active,Maintain Weight,Lunch,"LAMB,AUS,IMP,FRSH,LEG,WHL (SHK&SIRL),LN&FAT,1/8""FAT,CKD,RSTD",244,25.16,15.13,0.0
19,Female,46,180,Lightly active,Maintain Weight,Lunch,"SILK PLUS FOR BONE HEALTH,SOYMILK",41,2.47,1.44,0.800000012
19,Female,46,180,Lightly active,Maintain Weight,Dinner,"PHEASANT,CKD,TOTAL EDIBLE",247,32.4,12.1,0.0
19,Female,46,180,Lightly active,Maintain Weight,Dinner,"FAST FOODS,ENCHILADA,W/CHS&BF",168,6.21,9.19,0.0
40,Female,50,160,Sedentary,Weight Gain,Breakfast,"EGGPLANT,RAW",24,1.01,0.19,3.400000095
40,Female,50,160,Sedentary,Weight Gain,Breakfast,"PRETZELS,SOFT,UNSALTED",338,8.2,3.1,1.700000048
40,Female,50,160,Sedentary,Weight Gain,Lunch,"BEEF,GROUND,80% LN MEAT / 20% FAT,PATTY,CKD,PAN-BROILED",246,24.04,15.94,0.0
40,Female,50,160,Sedentary,Weight Gain,Lunch,"CEREALS RTE,OAT BRAN FLAKES,HEALTH VALLEY",353,10.7,1.4,13.0
40,Female,50,160,Sedentary,Weight Gain,Dinner,"BEETS,CKD,BOILED. DRND,W/SALT",44,1.68,0.18,2.0
40,Female,50,160,Sedentary,Weight Gain,Dinner,"FROZEN NOVELTIES,KLONDIKE,SLIM-A-BEAR VANILLA CONE",222,3.72,4.0,3.799999952
34,Female,47,178,Sedentary,Maintain Weight,Breakfast,"PORK,FRSH,CARCASS,LN&FAT,RAW",376,13.91,35.07,0.0
34,Female,47,178,Sedentary,Maintain Weight,Breakfast,"FROZEN YOGURTS,VANILLA,SOFT-SERVE",163,4.0,5.6,0.0
34,Female,47,178,Sedentary,Maintain Weight,Lunch,"CAMPBELL SOUP,PREGO PASTA,ORGNIC TOMATO & BASIL ITAL SAU,RTS",72,1.6,2.0,3.200000048
34,Female,47,178,Sedentary,Maintain Weight,Lunch,"CHEESE,MUENSTER,LOW FAT",274,24.7,17.6,0.0
34,Female,47,178,Sedentary,Maintain Weight,Dinner,"APPLES,RAW,WO/SKN,CKD,BLD",53,0.26,0.36,2.400000095
34,Female,47,178,Sedentary,Maintain Weight,Dinner,"PEPPERIDGE FARM APPL TURNOVERS,FRZ,READY TO BAKE",319,4.2,18.0,1.799999952
58,Male,84,184,Lightly active,Maintain Weight,Breakfast,"CEREALS RTE,MALT-O-MEAL,APPL ZINGS",395,5.4,2.66,2.799999952
58,Male,84,184,Lightly active,Maintain Weight,Breakfast,"BURRITO,BF & BEAN,FRZ",239,7.26,9.61,4.199999809
58,Male,84,184,Lightly active,Maintain Weight,Lunch,"BEEF,VAR MEATS&BY-PRODUCTS,LUNGS,CKD,BRSD",120,20.4,3.7,0.0
58,Male,84,184,Lightly active,Maintain Weight,Lunch,"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,RAW",172,20.85,9.25,0.0
58,Male,84,184,Lightly active,Maintain Weight,Dinner,"CHICKEN,BROILERS OR FRYERS,SKN ONLY,CKD,STWD",363,15.22,33.04,0.0
58,Male,84,184,Lightly active,Maintain Weight,Dinner,"CEREALS RTE,NATURE'S PATH,OPTIMUM",345,14.55,4.55,18.20000076
38,Male,54,150,Sedentary,Maintain Weight,Breakfast,"NOODLES,EGG,CKD,UNENR,WO/ SALT",138,4.54,2.07,1.200000048
38,Male,54,150,Sedentary,Maintain Weight,Breakfast,"MCDONALD'S,TANGY HONEY MUSTARD SAU",167,1.32,5.77,2.700000048
38,Male,54,150,Sedentary,Maintain Weight,Lunch,CHICKEN BREAST  FAT-FREE  MESQ FLAVOR  SLICED,80,16.8,0.39,0.0
38,Male,54,150,Sedentary,Maintain Weight,Lunch,"NOPALES,RAW",16,1.32,0.09,2.200000048
38,Male,54,150,Sedentary,Maintain Weight,Dinner,"COWPEAS,COMMON,MATURE SEEDS,CND,PLN",77,4.74,0.55,3.299999952
38,Male,54,150,Sedentary,Maintain Weight,Dinner,"ALCOHOLIC BEV,WINE,TABLE,ALL",83,0.07,0.0,0.0
35,Female,81,188,Lightly active,Maintain Weight,Breakfast,"CHICKEN,WING,FRZ,GLAZED,BARBECUE FLAV,HTD (MICROWAVE)",248,25.34,13.9,0.899999976
35,Female,81,188,Lightly active,Maintain Weight,Breakfast,"VINEGAR,RED WINE",19,0.04,0.0,0.0
35,Female,81,188,Lightly active,Maintain Weight,Lunch,"CHEESE,BRIE",334,20.75,27.68,0.0
35,Female,81,188,Lightly active,Maintain Weight,Lunch,"Fish, whitefish, eggs (Alaska Native)",104,14.66,2.88,0.0
35,Female,81,188,Lightly active,Maintain Weight,Dinner,"GAME MEAT BISON,GROUND,RAW",223,18.67,15.93,0.0
